latitude_intervention,longitude_intervention
50.84452379600466,4.423405824492373
50.848418903871696,4.433820899590244
50.84357008805963,4.402827281698958
50.85932991553584,4.413614985531476
50.829859043928444,4.4248292742389355
50.851458020111934,4.440798714181858
50.86478330050869,4.4251862808614115
50.84652924757361,4.428688866741885
50.84701788089214,4.412587924169418
50.85587534248688,4.428707650265339
50.84865318595427,4.427215454287782
50.85387527030667,4.422434543588452
50.850344510980726,4.429909399492686
50.83424509617025,4.424743609179514
50.84254938178677,4.426223720584967
50.59219099925046,5.444495695302706
50.59587587847498,5.450388088429024
50.59095410187504,5.446038523229346
50.596614407035766,5.43348665994753
50.57503626414962,5.4698859981815895
50.58537013322792,5.460026837920712
50.58254661548369,5.434962829730241
50.58412782996109,5.446009075369579
50.59062394728064,5.4362049170896265
50.58157677883013,5.444329279332034
50.581633580851786,5.459392452836346
50.578324970690076,5.450243586634668
50.59048909515026,5.459476808349096
50.56850762653732,5.444441542898952
50.57499654920701,5.462865269736371
50.4916419781525,3.942394643493999
50.480261856251225,3.9598186729036833
50.48592020640006,3.961232749825752
50.499484072315596,3.94796277671471
50.49759959406849,3.950916596648673
50.49206156113176,3.95837911950358
50.47600378228854,3.959133824489708
50.492255169476195,3.939550601461755
50.498426983754506,3.9399879865479446
50.49637485960479,3.9575268692726078
50.48981275058991,3.935779723901063
50.495730110340304,3.9651461110362063
50.49915180424632,3.9442466692866667
50.495891557488434,3.9500278540186966
50.48713511542225,3.9563068893952225
51.1901484506076,4.395667069976468
51.17504999076942,4.398697569971468
51.1598658494831,4.40710810190909
51.171244390723416,4.417507743850844
51.18519697738289,4.411465912231924
51.177866996824456,4.410844618402054
51.17801150466814,4.392889624744261
51.16769885805263,4.412273061955541
51.145784249323725,4.389983887899956
51.181933901637784,4.405710747775101
51.17428823047888,4.3904654954539035
51.17647900154753,4.388466060387289
51.17464654332987,4.417057143192579
51.162101777431495,4.403091725382693
51.16462080196599,4.4116327754683065
50.43315386804335,4.8649885363099745
50.41492129925816,4.874882025640845
50.40991493414407,4.870901578472107
50.41130241614338,4.870733668778926
50.42913145558341,4.879585978370739
50.422888123589544,4.8679584025450096
50.41494786392687,4.878782686280009
50.40701321650575,4.8585275409483355
50.416360164459654,4.869419982875777
50.420471778156994,4.866402942504878
50.41821621912337,4.880507799730933
50.424471812229314,4.874101354394526
50.420821728300666,4.868051629965659
50.41982909124437,4.890501757980383
50.422705083958135,4.889312300546584
51.191768712834076,5.14000580041452
51.205019243153835,5.13350256787525
51.21280419067171,5.126594727257636
51.19169396841622,5.122037661692054
51.201185772498384,5.136412191975535
51.20423465523782,5.1361540992749495
51.2094131882082,5.135260309930064
51.20475864510541,5.128665160600263
51.19556853769901,5.15151500861106
51.210520483711335,5.126640845896798
51.20422351699459,5.142702485243172
51.18599450424443,5.144613391152174
51.19215576977776,5.13998253187838
51.2130699270386,5.14031088820906
51.20910936184143,5.132983397133761
49.700353342278405,5.827353206514016
49.678201792865956,5.815834837218329
49.68696433241136,5.825802358119644
49.69991026476073,5.825654001036687
49.681524105830874,5.839690806903068
49.69630020299138,5.80778533242011
49.68059713270563,5.847787148928793
49.70876805365727,5.810012396086458
49.71829868529006,5.837516244264751
49.687776489174034,5.836973310967105
49.684314838186886,5.83358430103902
49.69905945571305,5.822848105699967
49.68012936304998,5.843686474563397
49.686846546083025,5.826432676453291
49.68962000523218,5.8265799873472846
50.596731285687795,3.381705961725142
50.59123028898633,3.3798726379210504
50.59984327434065,3.3758049398101604
50.61064389867794,3.378288519751272
50.59321522127144,3.3862124243951377
50.58339479823947,3.3664796922131925
50.607213372131426,3.373064330800318
50.59397316535967,3.3886644157641244
50.60884014587017,3.3906445930019915
50.59286355363728,3.3729527747993666
50.592546018793556,3.3771040257757936
50.598734210040945,3.3752727472794115
50.58958332033143,3.3803094267248732
50.6080237102649,3.384081786876946
50.591865718349,3.3565416338164624
50.418712078084326,4.391959269293566
50.40082107263449,4.383539561209241
50.394645492992765,4.416595202841337
50.405252566167576,4.405246081628371
50.38847381953173,4.392686634373712
50.39578391685576,4.398872766901467
50.39573311071091,4.391429979394101
50.39838936536036,4.39106225907366
50.40129407367737,4.391421837822732
50.39327848647841,4.398311800564163
50.40113566773046,4.383807370621116
50.392203559086106,4.388992394711481
50.39588087652828,4.389784237557151
50.41082901117283,4.404944439453852
50.39846769817576,4.38273699644537
50.47968882415554,5.687684891219037
50.48746080870993,5.6909709055790705
50.48972905376388,5.688457544829557
50.4672950464374,5.684988184954465
50.46540281917074,5.684002121727313
50.46422153538838,5.675826287610397
50.48219696279819,5.675084432025177
50.47299373424496,5.697384406587205
50.46289542409562,5.701453147766691
50.47162929112463,5.686197000514038
50.46350904972133,5.675897901996817
50.47359217349276,5.674640521366848
50.477415003603866,5.695443126907932
50.482418101550834,5.695760401390076
50.461532735583646,5.686215056316751
51.01557365984344,5.532013094859706
51.042554402329955,5.544334201230839
51.01939710278715,5.520400492993603
51.027121267142945,5.555475178786689
51.02884844364851,5.5355301676662405
51.02756717380956,5.5359703234505195
51.03012027241522,5.547978240276906
51.01729550704782,5.546021443419892
51.01382066102757,5.541483951041674
51.02908206598095,5.529884244992631
51.02628112752237,5.551181242708391
51.02126207694292,5.5339642068088235
51.029318053709574,5.546520992360775
51.04724369098783,5.539030883861545
51.03151751601927,5.528882308809094
49.844638850801616,5.2664016402132106
49.85987677373115,5.272599144429725
49.86359938840622,5.271949030454796
49.85606609544216,5.256642131214522
49.855128597493064,5.250786045082015
49.862614610330304,5.247648598363145
49.84923845821263,5.258961204295436
49.84539122061897,5.241638740629774
49.864842034332874,5.261604752508433
49.850334296093294,5.2653628936172305
49.829587100424575,5.2362802579258965
49.85313009271747,5.249314315581727
49.852881122911995,5.256292855914654
49.85913020110197,5.26532304179307
49.85345985136746,5.262563706787076
51.156100025711375,4.56609118484199
51.11974690693406,4.54823161042545
51.12983317205209,4.557677720023475
51.13031453680173,4.569588026727044
51.135577435353845,4.567332643061266
51.13252347139656,4.551162007716101
51.13430589542183,4.560880484634521
51.14992204966918,4.584785579004255
51.159170180216435,4.581054202476183
51.14394538513103,4.576856931475162
51.12790112825812,4.564762535858256
51.147107862750005,4.567516355433536
51.117274114674565,4.568281774144465
51.13426049504152,4.583124937452481
51.134579664902446,4.5851435806596985
50.606557740444394,5.855490900553146
50.60130835869806,5.848152834629925
50.60095738284597,5.849452801127594
50.61267031251646,5.84971065936758
50.61466884416065,5.838470121329203
50.59677227561819,5.865051964102775
50.61820330917478,5.852028978636919
50.6025830868688,5.856826833600897
50.60142164789842,5.8655549706481
50.60662382063193,5.865733578972412
50.61440352494973,5.850251302683076
50.60278599157593,5.857180420723806
50.598683892076124,5.8660507970211055
50.62120142088635,5.863143040037189
50.59610254508552,5.861695367224417
50.91964826482103,5.315812589648643
50.914773709575805,5.298173686441113
50.9107169927741,5.332508623235415
50.9327347226537,5.318683046668497
50.92103050071526,5.324265754626332
50.90455257332267,5.317435082074869
50.917942469814086,5.316767131492801
50.89699932644595,5.311215796743468
50.91262001826921,5.339144403715422
50.90347551364683,5.340829882494441
50.91510084497242,5.327899677466013
50.910998558845925,5.337469644108098
50.920757691903425,5.31508045488582
50.906105714805804,5.333277007091027
50.928108625316206,5.312629894144801
51.1735340148105,4.895680116793303
51.184520724244216,4.898215476359009
51.18476119818706,4.899882064541867
51.17074624355607,4.899296640225206
51.1658614777599,4.904478219160728
51.14524317702256,4.901591527676401
51.15740480536027,4.905859036431323
51.16438633900318,4.886906949552595
51.16397906106963,4.8963424862211955
51.18578601562483,4.897789837672025
51.15673818003536,4.899412354765249
51.1690687573035,4.904761191112751
